N,P,K,rainfall,humidity,temperature,Soil_Moisture,Sunshine_hours,Wind_speed,pH,Organic_Carbon
50,48,92,464.4791363,65.43,34.04,42.38,7.22,5.04,6.28,0.54
88,41,78,1523.313355,31.44,38.48,28.47,10.22,6.68,5.68,0.77
100,64,139,1722.405964,39.15,32.48,23.34,5.42,11.98,6.01,0.55
100,64,139,1722.405964,39.15,32.48,32.27,5.75,7.11,6.93,1.48
88,41,78,1523.313355,31.44,38.48,25.48,9.88,11.69,6.21,0.65
55,87,11,496.0148133,75.36,37.44,50.3,7.61,13.95,5.64,1.35
55,87,11,496.0148133,75.36,37.44,50.55,7.88,8.62,5.56,1.13
88,41,78,1523.313355,31.44,38.48,23.45,6.16,9.86,6.27,0.66
88,41,78,1523.313355,31.44,38.48,26.26,6.03,3.77,6.23,1.41
100,64,139,1722.405964,39.15,32.48,29.84,5.58,9.53,5.92,1.04
55,87,11,496.0148133,75.36,37.44,51.26,8.11,11.44,5.54,0.63
88,41,78,1523.313355,31.44,38.48,26.63,6.3,7.33,6.75,0.74
100,64,139,1722.405964,39.15,32.48,30.04,5.96,6.78,6.71,0.82
55,87,11,496.0148133,75.36,37.44,50.95,9.8,16.16,5.54,0.57
50,48,92,464.4791363,65.43,34.04,40.89,8.07,18.12,7.18,1.14
100,64,139,1722.405964,39.15,32.48,30.63,7.74,8.23,5.83,0.68
55,87,11,496.0148133,75.36,37.44,45.72,5.88,14.01,5.66,0.69
55,87,11,496.0148133,75.36,37.44,46.4,5.75,15.09,7.16,0.51
100,64,139,1722.405964,39.15,32.48,28.26,6.8,7.8,6.63,1.16
50,48,92,464.4791363,65.43,34.04,44.28,6.38,12.93,7.28,0.5
100,64,139,1722.405964,39.15,32.48,27.96,6.27,9.68,6.89,0.75
55,87,11,496.0148133,75.36,37.44,45.26,6.42,14.44,6.41,1.13
88,41,78,1523.313355,31.44,38.48,21.35,10.38,8.28,6.66,0.62
88,41,78,1523.313355,31.44,38.48,28.62,5.33,13.09,6.69,0.86
100,64,139,1722.405964,39.15,32.48,26.97,6.42,12.42,6.73,0.56
55,87,11,496.0148133,75.36,37.44,50.1,5.52,9.17,6.03,0.81
88,41,78,1523.313355,31.44,38.48,23.76,8.85,9.82,6.17,0.68
55,87,11,496.0148133,75.36,37.44,49.61,5.99,10.49,7.31,0.78
100,64,139,1722.405964,39.15,32.48,30.39,5.83,7.18,6.23,0.93
88,41,78,1523.313355,31.44,38.48,20.97,4.57,7.36,7.2,1.09
55,87,11,496.0148133,75.36,37.44,51.62,4.54,7.63,6.71,0.74
88,41,78,1523.313355,31.44,38.48,24.52,5.1,13.79,7.24,0.3
100,64,139,1722.405964,39.15,32.48,26.14,10.27,2.49,6.71,0.67
55,87,11,496.0148133,75.36,37.44,54.09,6.2,13.84,6.87,0.2
88,41,78,1523.313355,31.44,38.48,24.81,7.71,8.23,6.26,0.78
100,64,139,1722.405964,39.15,32.48,34.21,7.24,13.73,5.54,0.79
88,41,78,1523.313355,31.44,38.48,16.92,7.62,19.63,7.12,1.15
88,41,78,1523.313355,31.44,38.48,20.75,7.51,14.48,6.47,0.53
50,48,92,464.4791363,65.43,34.04,44.03,6.67,10.89,6.41,1
50,48,92,464.4791363,65.43,34.04,49.97,5.7,2.27,7.15,0.88
100,64,139,1722.405964,39.15,32.48,26.3,6.21,7.4,7.42,0.42
50,48,92,464.4791363,65.43,34.04,44.49,6.24,5.99,6.44,1.16
100,64,139,1722.405964,39.15,32.48,25.71,7.07,2.84,7.07,0.53
50,48,92,464.4791363,65.43,34.04,51.89,5.72,18.91,6.06,0.99
88,41,78,1523.313355,31.44,38.48,19.92,5.02,2.24,7.1,1.12
100,64,139,1722.405964,39.15,32.48,24.02,6.85,10.07,7.33,0.2
100,64,139,1722.405964,39.15,32.48,25.05,7.9,6.45,5.51,0.72
88,41,78,1523.313355,31.44,38.48,25.77,6.46,8.17,6.76,0.93
100,64,139,1722.405964,39.15,32.48,30.82,8.69,10.42,6.27,0.75
100,64,139,1722.405964,39.15,32.48,32.1,8.05,9.57,5.88,0.79
50,48,92,464.4791363,65.43,34.04,48.64,6.29,2.06,6.76,0.73
100,64,139,1722.405964,39.15,32.48,24.56,5.26,5.89,6.76,0.87
55,87,11,496.0148133,75.36,37.44,42.2,6.23,12.8,6.78,0.43
88,41,78,1523.313355,31.44,38.48,21.22,6.72,7.5,6.87,0.48
50,48,92,464.4791363,65.43,34.04,43.06,7.31,10.26,7.48,0.78
50,48,92,464.4791363,65.43,34.04,39.15,9.48,6.48,7.46,1.22
55,87,11,496.0148133,75.36,37.44,46,6.55,17.62,7.48,0.62
88,41,78,1523.313355,31.44,38.48,22.58,6.83,10.88,6.47,1.11
88,41,78,1523.313355,31.44,38.48,23.75,3.73,16.81,6.17,0.84
50,48,92,464.4791363,65.43,34.04,45.81,7.71,2.72,6.35,0.35
100,64,139,1722.405964,39.15,32.48,34.25,7.3,6.54,6.52,0.81
50,48,92,464.4791363,65.43,34.04,45.21,7.66,4.15,7.04,1.07
88,41,78,1523.313355,31.44,38.48,22.89,8.34,11.01,6.41,0.93
55,87,11,496.0148133,75.36,37.44,51.51,9.39,7.4,6.37,1.18
50,48,92,464.4791363,65.43,34.04,44.46,8.06,5.74,5.59,0.96
88,41,78,1523.313355,31.44,38.48,25.86,6.38,2.99,5.59,1.37
50,48,92,464.4791363,65.43,34.04,43.68,7.49,6.78,6.84,1.33
100,64,139,1722.405964,39.15,32.48,30.32,4.7,10.44,6.8,1.22
50,48,92,464.4791363,65.43,34.04,41.48,8.97,14.29,6.11,1.08
50,48,92,464.4791363,65.43,34.04,44.12,5.51,7.83,7.45,0.2
88,41,78,1523.313355,31.44,38.48,21.68,8.56,18.2,7.07,0.5
88,41,78,1523.313355,31.44,38.48,23.4,7.39,14.91,7.12,0.93
88,41,78,1523.313355,31.44,38.48,19.48,6.55,7.86,5.74,0.52
50,48,92,464.4791363,65.43,34.04,50.51,5.55,8.33,5.99,0.56
100,64,139,1722.405964,39.15,32.48,29.58,6.61,6.83,5.97,1.12
55,87,11,496.0148133,75.36,37.44,50.02,5.03,9.99,6.94,0.29
55,87,11,496.0148133,75.36,37.44,51.59,7.91,5.64,7.43,0.57
88,41,78,1523.313355,31.44,38.48,29.8,5.98,13.16,5.74,0.94
88,41,78,1523.313355,31.44,38.48,25.77,7.67,13.39,6,0.24
50,48,92,464.4791363,65.43,34.04,42.92,7.36,3.99,7.1,0.9
55,87,11,496.0148133,75.36,37.44,46.69,8.42,5.66,7.13,1.04
88,41,78,1523.313355,31.44,38.48,23.99,4.42,11.41,7.01,1.14
100,64,139,1722.405964,39.15,32.48,27.83,6.5,12.56,7.04,0.92
100,64,139,1722.405964,39.15,32.48,25.87,8.97,9.89,6.93,0.2
88,41,78,1523.313355,31.44,38.48,22.44,5.02,10.57,5.52,1.13
88,41,78,1523.313355,31.44,38.48,24.34,9.03,7.34,6.16,0.73
55,87,11,496.0148133,75.36,37.44,50,6.99,6.13,7.5,1.12
55,87,11,496.0148133,75.36,37.44,50.49,8.27,19.53,6.16,0.98
50,48,92,464.4791363,65.43,34.04,43.03,5.49,7.16,6.35,0.89
55,87,11,496.0148133,75.36,37.44,52.65,7.62,2,6.86,1.27
100,64,139,1722.405964,39.15,32.48,24.69,6.58,4.39,7.23,0.45
100,64,139,1722.405964,39.15,32.48,31.55,7.12,19.86,7.14,1.07
88,41,78,1523.313355,31.44,38.48,25.26,6.24,6.71,6.39,0.93
55,87,11,496.0148133,75.36,37.44,48.36,7.21,10.7,5.58,0.32
50,48,92,464.4791363,65.43,34.04,41.41,4.91,5.63,6.92,0.76
100,64,139,1722.405964,39.15,32.48,27.88,8.77,11.12,5.89,0.49
100,64,139,1722.405964,39.15,32.48,28.93,6.94,12.96,7.08,0.78
50,48,92,464.4791363,65.43,34.04,40.34,7.73,5.61,6.13,1.34
50,48,92,464.4791363,65.43,34.04,44.15,7.45,13.93,5.53,0.9
100,64,139,1722.405964,39.15,32.48,29.54,4.61,9.68,6.55,0.66
100,64,139,1722.405964,39.15,32.48,26.63,6.52,15.4,6.78,0.93
50,48,92,464.4791363,65.43,34.04,46.36,4.25,11,5.82,0.82
100,64,139,1722.405964,39.15,32.48,30.25,7.61,7.88,6.85,0.52
88,41,78,1523.313355,31.44,38.48,19.12,7.52,8.03,5.71,0.86
88,41,78,1523.313355,31.44,38.48,26.01,5.22,16.52,6.44,1.5
50,48,92,464.4791363,65.43,34.04,43.84,6.87,9.59,5.96,0.82
55,87,11,496.0148133,75.36,37.44,49.73,6.43,11.2,6.84,0.79
50,48,92,464.4791363,65.43,34.04,47.96,6.37,4.26,6.25,0.73
50,48,92,464.4791363,65.43,34.04,44.42,6.97,8.78,6.72,0.87
55,87,11,496.0148133,75.36,37.44,46.65,4.87,4,7.18,0.78
55,87,11,496.0148133,75.36,37.44,50.09,6.61,4.43,5.64,0.42
55,87,11,496.0148133,75.36,37.44,43.18,6.91,11.46,6.8,0.78
88,41,78,1523.313355,31.44,38.48,27.9,4.85,5.29,6.69,0.3
100,64,139,1722.405964,39.15,32.48,32.8,5.44,15.23,5.85,1.07
88,41,78,1523.313355,31.44,38.48,24.11,7.71,2,6.86,0.96
100,64,139,1722.405964,39.15,32.48,26.56,4.88,12.21,7.45,0.74
88,41,78,1523.313355,31.44,38.48,23.97,5.02,11.05,7.29,0.91
58,53,112,1119.410887,33.59,22.49,22.01,6.94,8.48,6.04,0.44
58,53,112,1119.410887,33.59,22.49,28.27,6.73,6.62,6.18,0.2
58,53,112,1119.410887,33.59,22.49,29.78,7.49,12.87,6.79,0.55
58,53,112,1119.410887,33.59,22.49,28.84,6.46,2.41,6.74,0.78
58,53,112,1119.410887,33.59,22.49,24.81,6.46,8.01,6.12,1.18
58,53,112,1119.410887,33.59,22.49,26.69,8.52,9.99,7.23,0.82
58,53,112,1119.410887,33.59,22.49,20.7,7.62,5.91,7.05,0.54
58,53,112,1119.410887,33.59,22.49,21.35,7.82,5.37,6.84,0.45
58,53,112,1119.410887,33.59,22.49,26.32,3.68,3.22,6.5,0.61
58,53,112,1119.410887,33.59,22.49,27.88,7.85,9.16,6.03,0.74
58,53,112,1119.410887,33.59,22.49,21.34,9.04,15.39,6.76,0.37
58,53,112,1119.410887,33.59,22.49,23.13,6.89,18.08,5.76,0.55
58,53,112,1119.410887,33.59,22.49,22.08,3.45,7.38,6.27,1.09
58,53,112,1119.410887,33.59,22.49,29.85,6.68,14.27,5.75,0.31
58,53,112,1119.410887,33.59,22.49,29.17,6.63,2,6.44,0.37
58,53,112,1119.410887,33.59,22.49,21.05,7.17,9.97,6.56,0.46
58,53,112,1119.410887,33.59,22.49,20.67,8.77,9.88,7.5,0.52
58,53,112,1119.410887,33.59,22.49,28.39,7.94,13.35,7.13,0.53
58,53,112,1119.410887,33.59,22.49,29.51,7.11,10.16,6.51,0.66
58,53,112,1119.410887,33.59,22.49,29.68,5.43,8.23,7.08,0.69
58,53,112,1119.410887,33.59,22.49,27.48,8.3,16.63,5.77,0.68
58,53,112,1119.410887,33.59,22.49,24.84,6.58,16.22,5.67,0.67
58,53,112,1119.410887,33.59,22.49,24.06,6.97,10.21,7.07,1.02
58,53,112,1119.410887,33.59,22.49,25.73,5.43,14.27,5.74,0.39
58,53,112,1119.410887,33.59,22.49,21.33,6.39,10.12,6.7,0.67
58,53,112,1119.410887,33.59,22.49,26.24,9.87,2,6.57,1.03
58,53,112,1119.410887,33.59,22.49,27.56,4.92,10.32,6.9,1.12
58,53,112,1119.410887,33.59,22.49,23.67,8.26,10.83,7.08,0.9
58,53,112,1119.410887,33.59,22.49,21.41,3,6.75,5.85,0.86
58,53,112,1119.410887,33.59,22.49,23.75,6.21,13.78,7,0.57
58,53,112,1119.410887,33.59,22.49,24.98,6.86,12.08,5.63,1.32
58,53,112,1119.410887,33.59,22.49,22.34,5.63,9.96,7.16,1.47
58,53,112,1119.410887,33.59,22.49,30.52,7.55,4.4,6.28,0.49
58,53,112,1119.410887,33.59,22.49,24.28,3.78,10.65,6.61,0.76
58,53,112,1119.410887,33.59,22.49,25.27,9.22,3.88,6.31,0.82
58,53,112,1119.410887,33.59,22.49,22,7.86,10.55,6.14,0.4
58,53,112,1119.410887,33.59,22.49,28.05,8.06,5.79,5.93,0.91
58,53,112,1119.410887,33.59,22.49,23.47,7.52,2,5.56,0.83
58,53,112,1119.410887,33.59,22.49,20.29,4.05,7.46,6.23,0.46
58,53,112,1119.410887,33.59,22.49,28.74,6.19,6.75,6.65,0.76
58,53,112,1119.410887,33.59,22.49,22.87,7.8,9.1,6.77,0.91
58,53,112,1119.410887,33.59,22.49,24.47,8.38,16.94,6.36,1.13
58,53,112,1119.410887,33.59,22.49,26.87,7.64,16.59,7.35,0.71
58,53,112,1119.410887,33.59,22.49,24.49,6,6.48,6.05,0.42
58,53,112,1119.410887,33.59,22.49,31.36,6.83,9.37,5.54,0.23
58,53,112,1119.410887,33.59,22.49,26.43,6.64,12.92,7.32,1.02
58,53,112,1119.410887,33.59,22.49,28.15,7.21,15.95,6.69,0.81
58,53,112,1119.410887,33.59,22.49,27.38,8.04,15.1,6.33,1.04
58,53,112,1119.410887,33.59,22.49,28.26,7.41,9.64,6.98,0.72
58,53,112,1119.410887,33.59,22.49,24.74,6.72,9.81,5.67,0.64
58,53,112,1119.410887,33.59,22.49,23.23,9.62,12.38,6.62,1.47
58,53,112,1119.410887,33.59,22.49,24.93,3.35,2,6.94,0.7
58,53,112,1119.410887,33.59,22.49,20.66,8.99,13.15,6.16,0.66
58,53,112,1119.410887,33.59,22.49,26.24,8.9,8.34,6.73,1.08
58,53,112,1119.410887,33.59,22.49,26.31,6.11,12.2,6.85,1.15
58,53,112,1119.410887,33.59,22.49,22.15,7.24,10.54,6.62,1.5
58,53,112,1119.410887,33.59,22.49,27.08,8.69,5.49,7.37,0.82
58,53,112,1119.410887,33.59,22.49,25.2,6.75,11.26,6.48,1.14
58,53,112,1119.410887,33.59,22.49,30.95,5.82,8.28,5.74,0.97
58,53,112,1119.410887,33.59,22.49,20.72,6.97,10.99,7.05,0.43
58,53,112,1119.410887,33.59,22.49,22.67,5.23,13.17,5.91,0.35
58,53,112,1119.410887,33.59,22.49,25.52,4.72,6.33,6.31,0.96
58,53,112,1119.410887,33.59,22.49,27.89,7.15,3.3,6.48,0.39
58,53,112,1119.410887,33.59,22.49,25.01,5.19,3.5,5.53,0.84
58,53,112,1119.410887,33.59,22.49,25.78,6.13,3.42,5.63,0.55
58,53,112,1119.410887,33.59,22.49,24.33,6.57,8.66,5.68,0.87
58,53,112,1119.410887,33.59,22.49,26.63,7.44,9.46,6.03,1.1
58,53,112,1119.410887,33.59,22.49,25.29,9.83,8.51,6,0.94
58,53,112,1119.410887,33.59,22.49,17.2,6.95,2,5.56,0.28
58,53,112,1119.410887,33.59,22.49,27.56,6.49,16.84,7.43,0.51
58,53,112,1119.410887,33.59,22.49,21.14,6.23,13.87,5.82,0.86
58,53,112,1119.410887,33.59,22.49,25.54,7.93,10.28,6.13,0.2
58,53,112,1119.410887,33.59,22.49,26.1,7.29,2.64,5.68,1.07
58,53,112,1119.410887,33.59,22.49,29.23,4.22,10.8,6.01,0.63
58,53,112,1119.410887,33.59,22.49,31.08,5.32,8.7,5.91,0.63
58,53,112,1119.410887,33.59,22.49,28.45,7.53,8.35,6.13,0.55
58,53,112,1119.410887,33.59,22.49,22.06,5.44,12.08,5.68,0.65
58,53,112,1119.410887,33.59,22.49,26.03,7.21,7.03,7.23,1.08
58,53,112,1119.410887,33.59,22.49,30.56,7.91,3.44,6.4,1.04
58,53,112,1119.410887,33.59,22.49,22.61,8.98,8.95,5.51,0.41
58,53,112,1119.410887,33.59,22.49,18.35,4.97,5.89,6.44,1.39
58,53,112,1119.410887,33.59,22.49,24.68,7.58,16.22,5.78,0.7
58,53,112,1119.410887,33.59,22.49,26.87,8.77,12.19,5.54,0.62
58,53,112,1119.410887,33.59,22.49,23.99,7.52,12.3,5.74,0.67
58,53,112,1119.410887,33.59,22.49,23.38,7.66,13.65,6.92,0.65
58,53,112,1119.410887,33.59,22.49,23.02,9.93,7.33,6.33,0.59
58,53,112,1119.410887,33.59,22.49,26.47,7.43,10.97,6.98,1.47
58,53,112,1119.410887,33.59,22.49,25.71,5.66,7.36,6.81,0.62
58,53,112,1119.410887,33.59,22.49,24.52,5.01,11.88,6.76,0.62
58,53,112,1119.410887,33.59,22.49,26.08,7.17,10.27,6.7,0.53
58,53,112,1119.410887,33.59,22.49,25.38,5.72,11.53,5.59,0.98
58,53,112,1119.410887,33.59,22.49,29.28,5.89,11.58,5.78,0.59
58,53,112,1119.410887,33.59,22.49,25.18,7.82,7.47,6.8,0.7
58,53,112,1119.410887,33.59,22.49,24.32,9.07,6.56,5.58,1.09
58,53,112,1119.410887,33.59,22.49,22.35,4.12,8.8,6.1,0.68
58,53,112,1119.410887,33.59,22.49,22.63,6.37,6.57,5.68,0.68
58,53,112,1119.410887,33.59,22.49,21.81,6.45,11.19,5.79,0.44
58,53,112,1119.410887,33.59,22.49,24.49,6.43,7.26,7.45,0.71
58,53,112,1119.410887,33.59,22.49,28.55,6.37,10.7,6.12,1.7
58,53,112,1119.410887,33.59,22.49,26.38,7.57,5.41,7.11,0.8
58,53,112,1119.410887,33.59,22.49,25.04,10.39,15.1,6.96,1.21
58,53,112,1119.410887,33.59,22.49,23.15,9.55,7.13,7.31,0.57
58,53,112,1119.410887,33.59,22.49,22.66,9.28,15.94,5.56,0.72
58,53,112,1119.410887,33.59,22.49,25.97,7.77,13.11,6.57,1.07
58,53,112,1119.410887,33.59,22.49,22.23,3.79,7.67,7.1,0.57
58,53,112,1119.410887,33.59,22.49,22.17,6.17,12.16,6.37,0.35
58,53,112,1119.410887,33.59,22.49,24.34,10.52,12.82,6.73,0.92
58,53,112,1119.410887,33.59,22.49,23.25,4.41,7.93,5.78,0.76
58,53,112,1119.410887,33.59,22.49,27.12,6.6,13.37,6.38,0.45
58,53,112,1119.410887,33.59,22.49,22.88,5.04,14.87,6.74,1.25
58,53,112,1119.410887,33.59,22.49,24.09,10.16,15.49,5.62,0.74
58,53,112,1119.410887,33.59,22.49,25.02,7.76,6.12,7.21,1.07
58,53,112,1119.410887,33.59,22.49,21.05,6.51,8.22,5.93,0.97
58,53,112,1119.410887,33.59,22.49,21.56,7.48,10.93,6.29,0.61
58,53,112,1119.410887,33.59,22.49,27.55,8.12,5.1,7.08,0.59
58,53,112,1119.410887,33.59,22.49,25.39,6.51,12.11,6.16,0.9
58,53,112,1119.410887,33.59,22.49,27.45,4.25,16.18,7.24,0.2
58,53,112,1119.410887,33.59,22.49,28.13,5.98,8.03,6.75,0.48
58,53,112,1119.410887,33.59,22.49,24.3,7.34,8.21,6.22,0.86
58,53,112,1119.410887,33.59,22.49,22.1,4.77,18.48,7.34,0.41
58,53,112,1119.410887,33.59,22.49,25.12,7.7,13.56,5.58,0.74
58,53,112,1119.410887,33.59,22.49,24.06,6.52,8.39,6.36,0.98
58,53,112,1119.410887,33.59,22.49,26.62,9.95,7.32,7.47,1.16
58,53,112,1119.410887,33.59,22.49,18.93,7.61,14.73,7.28,0.63
58,53,112,1119.410887,33.59,22.49,29.48,7.34,12.91,7.01,0.78
58,53,112,1119.410887,33.59,22.49,23.69,6.25,7.08,7.39,0.66
58,53,112,1119.410887,33.59,22.49,25.46,8.42,19.14,7.26,0.31
58,53,112,1119.410887,33.59,22.49,23.62,6.71,15.23,7.27,0.64
58,53,112,1119.410887,33.59,22.49,28.97,6.35,8.66,5.62,0.6
58,53,112,1119.410887,33.59,22.49,18.61,5.79,7.14,6.05,1.34
58,53,112,1119.410887,33.59,22.49,26.84,6.51,9.58,6.39,0.73
58,53,112,1119.410887,33.59,22.49,22.8,8.39,3.99,6.09,0.71
58,53,112,1119.410887,33.59,22.49,22.67,6.42,6.38,5.61,0.79
58,53,112,1119.410887,33.59,22.49,22.83,4.1,11.04,5.99,0.71
58,53,112,1119.410887,33.59,22.49,21.8,6.08,9.07,6.02,0.44
58,53,112,1119.410887,33.59,22.49,25.23,4.65,11.93,6.71,0.87
58,53,112,1119.410887,33.59,22.49,17.62,9.88,3.47,6.28,0.87
58,53,112,1119.410887,33.59,22.49,27.32,7.3,10.45,6.22,0.7
58,53,112,1119.410887,33.59,22.49,21.73,5.9,2,5.98,0.97
58,53,112,1119.410887,33.59,22.49,26.66,7.45,6.32,6.24,0.5
58,53,112,1119.410887,33.59,22.49,30.59,10.12,15.94,6.64,1.27
58,53,112,1119.410887,33.59,22.49,22.47,3.53,16.43,7.28,0.68
58,53,112,1119.410887,33.59,22.49,25.73,6.7,10.08,6.41,1.38
58,53,112,1119.410887,33.59,22.49,24.24,8.37,10.99,6.47,0.31
58,53,112,1119.410887,33.59,22.49,27.32,5.2,14.64,7.4,1.04
58,53,112,1119.410887,33.59,22.49,24.41,5.37,8.88,7.48,1.04
58,53,112,1119.410887,33.59,22.49,19.63,7.62,13.87,5.96,0.88
58,53,112,1119.410887,33.59,22.49,24.92,9.84,7.66,6.88,0.7
58,53,112,1119.410887,33.59,22.49,25.67,9.16,6.94,7.29,1.59
58,53,112,1119.410887,33.59,22.49,24.97,5.58,9.09,6.33,1.33
58,53,112,1119.410887,33.59,22.49,21.15,6.41,5.53,6.29,0.99
58,53,112,1119.410887,33.59,22.49,24.12,6.29,9.18,6.14,0.84
58,53,112,1119.410887,33.59,22.49,22.21,6.88,6.9,6.89,0.39
58,53,112,1119.410887,33.59,22.49,24.05,7.4,8.28,7.4,0.69
58,53,112,1119.410887,33.59,22.49,23.23,6.35,6.21,5.77,0.85
58,53,112,1119.410887,33.59,22.49,25.95,5.39,4.68,6.3,0.57
58,53,112,1119.410887,33.59,22.49,23.03,4.47,8.98,5.81,1.25
58,53,112,1119.410887,33.59,22.49,25.45,5.14,9.17,6.74,1
58,53,112,1119.410887,33.59,22.49,24.91,7.87,7.74,6.59,0.96
58,53,112,1119.410887,33.59,22.49,27.11,10.12,9.98,6.86,0.79
58,53,112,1119.410887,33.59,22.49,27.03,5.1,10.27,6.93,0.2
58,53,112,1119.410887,33.59,22.49,26.98,6.97,15.38,6.64,1.13
58,53,112,1119.410887,33.59,22.49,21.7,9.19,9.61,6.27,0.79
58,53,112,1119.410887,33.59,22.49,24.02,6.01,5.37,5.96,0.58
58,53,112,1119.410887,33.59,22.49,22.82,6.92,8.83,6.26,1.18
58,53,112,1119.410887,33.59,22.49,25.44,5.65,4.3,6.24,0.55
58,53,112,1119.410887,33.59,22.49,28.77,8.84,15.56,7.14,0.52
58,53,112,1119.410887,33.59,22.49,27.31,5.46,6.88,5.73,0.94
58,53,112,1119.410887,33.59,22.49,31.07,5.28,13.03,5.67,0.2
58,53,112,1119.410887,33.59,22.49,28.55,6.55,11.7,5.93,0.9
58,53,112,1119.410887,33.59,22.49,25.31,8.91,3.47,7.01,1.45
58,53,112,1119.410887,33.59,22.49,24.78,4.25,5.13,5.66,1.05
58,53,112,1119.410887,33.59,22.49,23.03,6.31,10.34,7.01,0.29
58,53,112,1119.410887,33.59,22.49,21.11,8.56,15.09,5.86,0.51
58,53,112,1119.410887,33.59,22.49,22.14,4.36,8.63,6.65,1.45
58,53,112,1119.410887,33.59,22.49,27.76,8.14,5.41,7.25,0.8
58,53,112,1119.410887,33.59,22.49,25.39,8.79,5.44,7.38,0.23
58,53,112,1119.410887,33.59,22.49,22.39,6.38,17.43,6.75,0.86
58,53,112,1119.410887,33.59,22.49,25.35,6.21,7.17,6.43,0.79
58,53,112,1119.410887,33.59,22.49,22.76,5.08,9.81,5.98,0.86
58,53,112,1119.410887,33.59,22.49,28.08,5.34,11.22,7.29,1.01
58,53,112,1119.410887,33.59,22.49,24.86,4.63,9.77,5.5,0.87
58,53,112,1119.410887,33.59,22.49,29.95,6.85,14.79,6.23,1.32
58,53,112,1119.410887,33.59,22.49,30.48,8.27,2,6.27,0.66
58,53,112,1119.410887,33.59,22.49,24.31,5.71,6.21,7.02,0.57
58,53,112,1119.410887,33.59,22.49,23.22,5.24,4.25,6.19,0.2
58,53,112,1119.410887,33.59,22.49,25.18,10,6.77,6.21,0.66
58,53,112,1119.410887,33.59,22.49,26.93,7.14,8.92,5.91,0.57
58,53,112,1119.410887,33.59,22.49,24.15,7.18,11.38,5.82,1.06
58,53,112,1119.410887,33.59,22.49,21.98,5.51,16.46,5.85,0.93
58,53,112,1119.410887,33.59,22.49,22.86,6.94,7.32,7.5,0.87
58,53,112,1119.410887,33.59,22.49,28.31,8.34,13.78,6.18,0.76
58,53,112,1119.410887,33.59,22.49,29.58,6.81,11.09,6.31,1.19
58,53,112,1119.410887,33.59,22.49,25.02,8.14,5.86,5.86,0.95
58,53,112,1119.410887,33.59,22.49,26.16,9.42,14.33,5.64,0.97
58,53,112,1119.410887,33.59,22.49,25.16,8.37,10.81,5.54,0.51
58,53,112,1119.410887,33.59,22.49,26.86,5.29,12.62,5.86,1.18
58,53,112,1119.410887,33.59,22.49,22.09,7.18,16.08,5.65,0.43
58,53,112,1119.410887,33.59,22.49,23.8,6.8,9.44,7.24,0.56
58,53,112,1119.410887,33.59,22.49,28.73,8.03,9.37,7.42,0.85
58,53,112,1119.410887,33.59,22.49,28.34,10.06,8.17,7.3,0.52
58,53,112,1119.410887,33.59,22.49,32.75,7.82,2,5.99,0.77
58,53,112,1119.410887,33.59,22.49,26.57,9.03,10.8,5.83,1.22
58,53,112,1119.410887,33.59,22.49,26.77,6.16,8.88,6.89,0.24
58,53,112,1119.410887,33.59,22.49,24.34,7.56,11.89,5.9,1.26
58,53,112,1119.410887,33.59,22.49,26.56,5.95,7.94,7.13,0.52
58,53,112,1119.410887,33.59,22.49,21.55,9.65,8.06,6.62,0.74
58,53,112,1119.410887,33.59,22.49,23.63,6.49,2,6.2,1
58,53,112,1119.410887,33.59,22.49,25.12,7.02,11.41,7.36,0.9
58,53,112,1119.410887,33.59,22.49,24.23,7.81,12.44,6.48,1.04
58,53,112,1119.410887,33.59,22.49,25,8.99,16.12,7.44,0.79
58,53,112,1119.410887,33.59,22.49,28.2,8.87,11.83,7.48,0.98
58,53,112,1119.410887,33.59,22.49,24.33,8.52,2,7.43,0.77
58,53,112,1119.410887,33.59,22.49,29.98,4.31,11.21,7.16,0.47
58,53,112,1119.410887,33.59,22.49,23.55,5.15,15.37,7.22,0.37
58,53,112,1119.410887,33.59,22.49,22.21,8.85,10.45,5.89,0.96
58,53,112,1119.410887,33.59,22.49,19.52,6.92,15.74,7.29,0.73
58,53,112,1119.410887,33.59,22.49,29.69,8.54,9.88,5.69,0.38
58,53,112,1119.410887,33.59,22.49,25.62,6.43,13.86,5.95,0.88
58,53,112,1119.410887,33.59,22.49,24.38,5.45,13.63,6.25,1.13
58,53,112,1119.410887,33.59,22.49,25.6,3.9,16.52,5.85,0.47
58,53,112,1119.410887,33.59,22.49,22.96,6.19,10.26,7.11,0.56
58,53,112,1119.410887,33.59,22.49,30.01,10.04,12.47,7.06,0.38
58,53,112,1119.410887,33.59,22.49,30.09,9.88,16.77,6.43,1.2
58,53,112,1119.410887,33.59,22.49,24.45,7.37,10.7,7.32,0.56
58,53,112,1119.410887,33.59,22.49,26.77,5.57,10.42,7.48,1
58,53,112,1119.410887,33.59,22.49,31.06,6.41,11.73,5.99,0.77
58,53,112,1119.410887,33.59,22.49,23.6,7.82,2,6.98,0.58
58,53,112,1119.410887,33.59,22.49,23.3,5.62,7.3,5.75,0.2
58,53,112,1119.410887,33.59,22.49,29.41,8.4,7.31,7.4,0.43
58,53,112,1119.410887,33.59,22.49,26.05,8.25,12.23,7.45,1.16
58,53,112,1119.410887,33.59,22.49,19.73,8.19,16.76,5.94,1.18
58,53,112,1119.410887,33.59,22.49,22.2,6.88,12.21,6.69,0.6
